@relation '8-weka.filters.unsupervised.attribute.Remove-R1-2,4,7'

@attribute close_price_up {' true',' false'}
@attribute prive_variation numeric
@attribute volumeFrom numeric

@data
' true',0.0371,-0.1289
' true',0.0366,0.0197
' false',0.0108,-0.016
' true',0.0024,0.0079
' false',0.005,0.0647
' false',0.0021,0.3867
' false',0.0011,-0.4329
' false',0.0044,0.0886
' true',0.0034,-0.0537
' false',0.0043,0.0435
' false',0.0038,0.164
' true',0.0192,-0.2412
' true',0.0198,0.0818
' true',0.022,-0.0221
' false',0.0206,-0.1591
' true',0.0169,0.2488
' true',0.0194,-0.0459
' true',0.0192,0.0264
' true',0.0192,0.1592
' false',0.0156,0.1632
' false',0.004,-0.4275
' false',0.0003,-0.0569
' true',0.0134,-0.0084
' false',0.0146,-0.0317
' true',0.0125,-0.0489
' true',0.0188,0.166
' true',0.0343,0.195
' false',0.0146,-0.0819
' true',0.0081,-0.2235
' false',0.0091,0.1038
' true',0.0041,0.1952
' false',0.0041,-0.0613
' false',0.0035,-0.0311
' false',0.0006,-0.1429
' true',0.0049,0.0744
' true',0.0101,0.0442
' true',0.0058,-0.1751
' true',0.0076,0.1563
' false',0.0223,0.8191
' true',0.0101,-0.7564
' false',0.0046,0.3951
' false',0.0055,-0.3746
' false',0.0006,-0.0749
' false',0.0046,-0.0078
' true',0.083,-0.1182
' true',0.0874,0.1731
' false',0.0267,-0.0395
' false',0.0059,0.0059
' true',0.0056,-0.0685
' true',0.0107,-0.0947
' true',0.0171,-0.0008
' true',0.0204,0.1802
' false',0.0107,-0.0174
' true',0.0128,-0.2365
' true',0.0162,0.1922
' true',0.0069,-0.0649
' false',0.0046,0.3243
' true',0.0026,-0.4593
' true',0.0291,0.0451
' false',0.0232,0.0969
' false',0.0037,0.011
' false',0.0101,-0.1515
' true',0.0113,0.0506
' true',0.0227,-0.0907
' false',0.0087,-0.0017
' true',0.0047,0.0942
' true',0.0908,1.3407
' true',0.1365,-0.4748
' true',0.0817,-0.353
' false',0.0029,-0.1388
' true',0.0123,0.1122
' false',0.01,-0.3187
' true',0.0087,0.2354
' false',0.0139,-0.3267
' false',0.004,0.0218
' true',0.0111,0.0773
' true',0.0195,-0.0053
' true',0.0254,0.1175
' true',0.0405,0.5722
' true',0.0703,-0.0625
' true',0.0319,-0.0742
' false',0.0199,0.2509
' false',0.0107,-0.6447
' false',0.0131,-0.01
' false',0.0021,-0.0309
' false',0.0053,0.0728
' true',0.0052,-0.2644
' true',0.0353,0.2831
' true',0.0321,-0.1957
' false',0.0111,0.3038
' true',0.024,-0.0473
' false',0.0257,-0.3999
' true',0.012,0.117
' false',0.0081,0.2558
' true',0.0116,0.0895
' false',0.0102,-0.2792
' true',0.0298,0.2313
' false',0.0277,-0.4077
' false',0.011,0.0843
' false',0.0029,-0.1335
' true',0.0242,0.0534
' false',0.0225,0.0834
' false',0.0009,-0.1036
' false',0.0079,0.0542
' true',0.0254,0.0461
' false',0.0326,0.0079
' false',0.0006,-0.0409
' false',0.0012,-0.0633
' false',0.0043,0.2955
' true',0.004,-0.2314
' false',0.0078,-0.0578
' false',0.0011,0.5523
' false',0.0044,-0.4127
' false',0.0011,0.0298
' true',0.0218,-0.0673
' true',0.0344,-0.1283
' true',0.0254,0.0349
' true',0.024,0.039
' true',0.0111,-0.0983
' false',0.0021,0.0636
' false',0.0123,0.0507
' true',0.0269,-0.0641
' true',0.0502,0.5419
' true',0.0318,-0.4305
' true',0.0181,0.0919
' true',0.0175,-0.1868
' false',0.0113,0.1031
' true',0.004,-0.0274
' true',0.0071,-0.0351
' false',0.0049,0.1522
' true',0.0017,-0.1793
' false',0.0032,-0.0687
' true',0.0035,0.2035
' false',0.0102,-0.0231
' true',0.0091,0.2024
' false',0.0196,-0.3217
' true',0.0029,-0.0141
' true',0.0973,1.2104
' true',0.1279,-0.3207
' true',0.1173,0.7018
' true',0.2,0.5247
' false',0.0839,-1.4925
' true',0.0285,-0.3364
' false',0.0108,0.0276
' true',0.0103,-0.1195
' true',0.0149,-0.0898
' false',0.0068,-0.0795
' true',0.0112,-0.0094
' true',0.0094,0.2011
' true',0.0279,0.1382
' true',0.0487,-0.1981
' true',0.0259,0.0097
' true',0.0109,-0.1537
' true',0.0059,0.3755
' false',0.0129,-0.1056
' true',0.0358,-0.1552
' false',0.0253,0.4257
' true',0.0121,0.2232
' false',0.0103,-0.6891
' false',0.0041,-0.0718
' false',0.0035,0.4551
' false',0.0009,-0.4499
' false',0.0032,0.1576
' true',0.0042,0.1284
' true',0.0097,-0.1875
' true',0.0176,0.0095
' false',0.0129,0.042
' false',0.0058,0.553
' false',0.0041,-0.6343
' false',0.008,0.1625
' false',0.0023,-0.0808
' false',0.0067,-0.0361
' true',0.0027,0.1131
' false',0.0076,0.4468
' true',0.0038,-0.6123
' false',0.002,0.2005
' false',0.0055,-0.1885
' true',0.0379,-0.0799
' true',0.0394,0.0684
' true',0.0062,-0.0575
' true',0.0089,-0.0531
' false',0.0056,-0.0453
' true',0.0067,0.1087
' true',0.0118,0.0223
' false',0.0024,0.0114
' false',0.0086,-0.0822
' true',0.0045,-0.0503
' true',0.0149,0.085
' false',0.0147,-0.0088
' false',0.0018,0.2095
' false',0.0027,-0.1404
' true',0.0044,0.045
' false',0.003,1.6463
' false',0.0021,-0.9913
' false',-0.0009,0.4059
' false',0.0103,-0.7204
' true',0.0038,-0.3862
' false',0.0039,-0.0684
' true',0.0094,0.0046
' false',0.0135,0.1748
' true',0.0193,-0.1689
' false',0.0172,0.0036
' false',0.0071,-0.1395
' false',0.0061,0.0773
' true',0.0137,0.3641
' false',0.009,-0.2267
' true',0.03,-0.1155
' true',0.0219,-0.0155
' false',0.0124,0.1815
' true',0.0253,0.191
' true',0.0253,0.3906
' true',0.0185,-0.4939
' false',0.0055,-0.2001
' true',0.0112,-0.0516
' true',0.0455,1.4784
' true',0.0265,-1.448
' true',0.0177,0.0746
' false',0.0143,0.061
' true',0.0079,-0.1829
' true',0.0108,0.0641
' false',0.0102,-0.0817
' true',0.0061,0.143
' false',0.0058,-0.0731
' true',0.0094,0.1108
' false',0.0099,0.0038
' true',0.0088,-0.1453
' false',0.0096,0.328
' false',0.0044,-0.1885
' false',0.002,0.167
' true',0.0053,-0.3925
' false',0.0156,0.3367
' false',0.008,-0.3297
' false',0.0035,0.8814
' true',0.0068,-0.8275
' true',0.0155,-0.0649
' true',0.0047,-0.0168
' false',0.0024,-0.0049
' true',0.0156,0.0961
' false',0.0086,-0.1071
' false',0.019,0.1715
' false',0.0021,-0.0892
' false',0.0133,0.1594
' false',0.0071,-0.0164
' true',0.0067,0.0083
' false',0.0096,0.4804
' false',0.0062,-0.5439
' true',0.0091,1.9446
' true',0.0174,-2.0379
' true',0.0097,0.3708
' true',0.0197,0.1683
' false',0.0194,-0.5659
' true',0.0105,0.0505
' false',0.0059,0.0003
' false',0.0094,0.0174
' false',0.005,0.1004
' true',0.0086,-0.0067
' false',0.0109,-0.0426
' true',0.0156,-0.0203
' false',0.0118,-0.0778
' false',0.0093,0.0833
' true',0.0093,-0.1582
' true',0.0259,0.0789
' false',0.0261,-0.0399
' true',0.0076,0.2273
' false',0.0124,-0.1013
' false',0.0097,-0.1172
' true',0.0029,0.084
' false',0.0137,0.6222
' false',0,-0.513
' false',0.0068,0.0202
' false',0.0071,1.0406
' false',0,-0.8548
' true',0.008,-0.3433
' false',0.0038,0.3494
' false',0.0103,0.1145
' false',0.005,0.0516
' false',0.0018,-0.4687
' false',0.0026,0.255
' false',0.002,-0.1739
' false',0.0017,0.0014
' false',-0.0052,0.8099
' false',0.0061,-0.6329
' false',0.0026,-0.2629
' false',0.0011,0.0686
' false',0.0014,-0.1042
' true',0.0084,0.0208
' true',0.011,0.0078
' false',0.0088,0.214
' false',0.0033,-0.1477
' true',0.0161,-0.0151
' false',0.0146,0.0362
' true',0.0181,-0.0712
' false',0.0085,0.0294
' false',0.0141,0.4313
' true',0.0189,-0.4742
' true',0.0525,0.4512
' true',0.0678,0.1646
' true',0.0536,-0.5014
' true',0.0542,0.1071
' false',0.0331,-0.1323
' true',0.0163,-0.0535
' false',0.0105,0.4722
' false',0.0214,-0.1556
' false',0.0152,-0.3614
' true',0.0096,-0.0582
' false',0.0033,0.5664
' true',0.012,-0.5559
' false',0.0135,0.435
' false',0.0055,-0.312
' true',0.0182,-0.0648
' false',0.0202,-0.0342
' true',0.0233,-0.036
' false',0.0429,0.4062
' true',0.0138,-0.4141
' false',0.0125,0.1252
' true',0.0216,-0.0128
' false',0.0215,-0.0657
' true',0.058,0.151
' false',0.0616,0.1732
' true',0.0157,-0.353
' false',0.0102,0.0715
' false',0.0006,-0.0638
' false',0.0023,0.1039
' true',0.0195,-0.0619
' false',0.0142,0.3117
' true',0.0499,-0.2261
' false',0.0271,0.0033
' false',0.0006,0.234
' false',0.0206,-0.342
' false',0.0122,0.2526
' false',0.0204,-0.2156
' true',0.0166,0.3737
' true',0.0122,-0.3752
' false',0.0174,0.0834
' true',0.0143,0.3779
' true',0.0566,-0.435
' true',0.0504,-0.0452
' true',0.0184,0.2496
' false',0.0233,-0.3142
' false',0.0021,0.0245
' true',0.0114,-0.0499
' false',0.0072,0.0312
' false',0.0116,-0.0002
' true',0.0107,-0.01
' true',0.0094,0.0562
' true',0.0023,0.1026
' false',0.0038,-0.0851
' false',0.0093,-0.1082
' false',0.0012,0.0624
' false',0.0027,0.0451
' true',0.0132,-0.0755
' true',0.0306,0.0248
' true',0.0149,-0.0122
' false',0.0154,0.3768
' false',0.0081,0.327
' true',0.0137,-0.4889
' false',0.0204,0.1329
' false',0.0198,-0.0915
' true',0.014,-0.0076
' false',0.0125,-0.1152
' false',0.0003,-0.0029
' true',0.0199,-0.106
' false',0.0256,0.2433
' true',0.0181,-0.19
' false',0.0091,-0.0245
' true',0.0157,-0.0457
' false',0.0091,0.0006
' true',0.0131,0.0941
' false',0.0167,-0.0461
' false',0.0003,0.0458
' true',0.0221,-0.0291
' false',0.0099,-0.0746
' false',-0.0024,0.4098
' true',0.0423,-0.2797
' true',0.0129,-0.0955
' false',-0.0021,0.0429
' true',0.0012,0.0139
' false',0.0097,-0.1469
' true',0.0104,0.167
' true',0.0559,0.598
' true',0.0671,-0.512
' true',0.044,0.0866
' true',0.031,0.7661
' true',0.0581,-0.8705
' true',0.0447,0.2502
' true',0.0181,-0.3387
' false',0.0164,-0.1252
' true',0.0024,0.0423
' true',0.0215,0.1492
' false',0.0151,0.6608
' false',0.0116,-0.7938
' true',0.0091,0.0157
' true',0.0082,-0.0326
' false',0.0142,0.0511
' true',0.0125,0.6213
' false',0.0154,-0.11
' false',0.0215,-0.435
' true',0.0587,0.2313
' true',0.0797,-0.2247
' true',0.0307,-0.0125
' true',0.023,0.249
' false',0.0201,-0.2464
' true',0.0207,0.1806
' true',0.0401,-0.1901
' true',0.0391,0.3109
' false',0.0178,-0.4025
' false',0,0.0474
' true',0.0164,-0.0187
' true',0.0187,-0.1231
' false',0.0074,0.0506
' false',0.0033,0.1161
' false',0.0006,0.0699
' false',0.0074,-0.1342
' true',0.0129,0.6978
' true',0.0658,-0.4252
' false',0.0676,-0.2177
' true',0.0114,-0.0852
' true',0.0197,0.089
' true',0.0228,-0.0264
' false',0.0197,0.0484
' false',0.009,0.1859
' false',0.0039,-0.293
' true',0.0106,0.1021
' false',0.0147,-0.0454
' false',0.0155,0.1385
' false',0.0015,-0.0694
' false',0.0187,0.0479
' false',-0.0009,-0.1067
' true',0.0567,0.102
' true',0.0643,-0.138
' true',0.0128,-0.0041
' true',0.0029,-0.0427
' true',0.0147,0.4491
' true',0.0327,-0.41
' false',0.0169,-0.1229
' true',0.0029,0.0378
' true',0.0173,0.1019
' true',0.0275,0.279
' false',0.0349,-0.2562
' false',-0.0043,0.1142
' true',0.0342,-0.2037
' false',0.0292,-0.0226
' false',0.0155,0.168
' false',0.002,-0.0035
' true',0.0214,0.2397
' false',0.0378,-0.28
' true',0.0087,-0.118
' false',0.01,0.0305
' true',0.0194,-0.053
' false',0.0032,0.095
' true',0.0084,0.0223
' false',0.0132,0.0141
' false',0.0014,0.0883
' false',0.0006,0.1386
' false',0.0079,0.1205
' true',0.0135,-0.0669
' false',0.0047,-0.1674
' false',0.0055,0.7619
' false',0.0269,-0.7784
' false',0.0044,0.114
' false',0.002,-0.2275
' true',0.0132,0.0332
' false',0.0175,0.6039
' false',0.0085,-0.3083
' true',0.0329,-0.3734
' false',0.0044,0.9004
' true',0.0288,-0.1168
' false',0.0108,1.118
' false',0.0012,-0.3258
' false',0.0008,-0.9025
' true',0.0344,1.876
' false',0.1238,-2.315
' false',-0.0041,0.2756
' false',0.009,0.6927
' true',0.0358,-0.4515
' true',0.0881,-0.4125
' false',0.0612,0.5663
' true',0.0711,-0.5992
' true',0.0685,-0.3633
' false',0.0112,0.3601
' true',0.013,-0.1257
' true',0.0668,-0.0115
' true',0.0941,0.0749
' false',0.0109,0.0361
' false',0.0058,-0.1301
' false',0.008,-0.1112
' false',0.0035,0.0996
' false',0.0092,1.1571
' true',0.0328,-1.1263
' false',0.0467,0.0133
' false',0.0015,-0.122
' true',0.019,-0.1068
' true',0.024,0.1025
' true',0.0227,0.0047
' false',0.03,0.1322
' false',0.0064,0.1887
' false',0.015,-0.2167
' false',0.0014,0.4396
' false',0.0358,0.0097
' false',0.0103,4.3165
' true',0.0382,-3.8728
' true',0.0679,-0.3374
' true',0.2093,0.8041
' true',0.3539,-0.3284
' false',0.1736,-0.5515
' false',-0.0011,-0.5182
' false',0.017,0.1041
' true',0.0932,0.4147
' false',0.0995,0.2223
' false',0.0427,-0.2066
' false',0.0098,-0.5524
' false',0.0187,7.4673
' true',0.1342,-5.2138
' false',0.1267,-1.9341
' false',0.0204,0.4886
' false',0.0046,1.1279
' false',0.0042,0.4728
' false',0.0054,-0.7809
' false',0.0317,4.0851
' false',0.0035,0.951
' false',0.0012,18.9127
' false',0.0378,-6.3964
' false',0.1015,-5.7743
' false',0.0228,1.1204
' false',-0.0064,-1.0087
' false',0.0606,0.9193
' false',0.0105,4.4276
' false',0.0568,-2.557
' true',0.4381,-0.583
' true',0.4708,-9.3676
' false',0.1768,2.1279
' true',0.2607,-3.3725
' true',0.4539,6.4455
' false',0.3586,-1.846
' false',0.056,-1.5608
' false',0.3569,5.2073
' false',0.071,5.4565
' false',0.2121,4.0892
' false',0.0016,3.752
' false',0.0969,-11.2287
' true',0.2751,-7.7826
' true',0.5278,1.4451
' false',0.5465,5.6021
' true',0.5481,7.316
' true',0.3552,-13.6207
' true',0.3545,-1.6729
' true',0.6241,-1.2167
' true',0.9874,3.3546
' true',0.6183,-0.4868
' false',0.2301,-4.1529
' false',0.0465,2.9426
' true',0.1268,-2.6557
' false',0.3015,-0.7229
' true',0.3344,-2.0376
' false',0.2669,0.9312
' true',0.2742,2.7727
' true',0.4319,-1.4106
' true',0.4595,0.7835
' false',0.1682,-1.5429
' false',0.1045,0.41
' false',0.0497,-1.0911
' false',0.0242,2.8154
' false',0.142,-1.0809
' false',0.0445,-0.5053
' false',0.0808,2.2006
' true',0.2823,-2.7732
' true',0.4127,-2.5124
' true',0.1563,0.225
' true',0.1676,1.2785
' true',0.3117,0.8414
' true',0.6129,5.6272
' false',0.4317,-2.6814
' true',0.2026,-1.4918
' true',0.295,-2.0659
' false',0.2365,1.1404
' false',-0.0021,3.3711
' false',0.2342,-3.8657
' false',0.0399,-0.4586
' false',0.0598,0.256
' true',0.152,-1.4791
' true',0.2346,1.0572
' false',0.2319,-1.1707
' true',0.0984,-0.9888
' true',0.1293,0.2277
' false',0.0932,-1.0549
' false',0.0077,1.0618
' false',0.0851,0.1221
' false',0.0373,-0.7298
' false',0.0327,1.5712
' false',0.0164,1.8784
' false',0.0942,-2.1484
' false',0.0441,1.6963
' true',0.2168,-1.1395
' true',0.2417,3.3456
' true',0.3407,-2.2178
' false',0.254,-2.7706
' true',0.2163,2.3566
' true',0.4131,1.2188
' true',0.4571,1.5005
' false',0.1036,-4.553
' false',0.0426,-0.38
' false',0.05,1.1231
' true',0.2334,-0.9118
' true',0.1813,0.1465
' true',0.1239,0.4643
' false',0.0455,0.2114
' false',0.0324,-1.1329
' false',0,0.13
' true',0.0268,0.17
' true',0.1364,-0.721
' false',0.031,0.1463
' true',0.0942,0.5382
' true',0.1641,-0.078
' true',0.1751,-0.1883
' true',0.137,0.7283
' false',0.0335,-0.7496
' true',0.0486,-0.3212
' false',0.0241,-0.5508
' false',0.0002,0.4024
' true',0.0246,-0.1139
' false',0.0057,1.3585
' false',0.0091,-1.4898
' false',0,0.6409
' true',0.027,-0.4618
' false',0.0149,0.8446
' false',0.0133,0.0205
' false',0.0441,-0.9475
' false',0.0093,0.693
' false',0.0139,0.1083
' true',0.0286,-0.1998
' true',0.0707,0.0342
' true',0.0995,-0.0353
' false',0.0529,1.1976
' true',0.0489,-0.5951
' true',0.0622,1.6598
' true',0.1982,-1.1201
' true',0.1742,0.0203
' false',0.0295,-0.9611
' true',0.0937,0.8119
' true',0.2337,0.7205
' true',0.2705,-0.6335
' true',0.1459,0.8401
' true',0.048,-2.1918
' false',0.0223,0.0272
' false',-0.0027,4.7594
' false',0.0117,-4.414
' true',0.0388,-0.1789
' true',0.0284,-0.5204
' true',0.0538,0.0667
' true',0.1418,3.1774
' true',0.1463,-3.1717
' true',0.0155,-0.3291
' true',0.0233,0.3388
' true',0.0065,-0.3608
' false',0.0011,0.392
' true',0.0178,-0.3021
' true',0.0341,0.0976
' true',0.278,2.3231
' true',0.2994,-1.9087
' true',0.1193,0.3543
' true',0.0662,-0.4763
' true',0.0538,3.8118
' false',0.0456,-3.0806
' true',0.0769,-1.074
' false',0.0359,0.1031
' false',0.0127,0.035
' false',0.0143,-0.2727
' true',0.0669,0.3202
' true',0.1101,-0.1649
' false',0.0434,-0.2329
' false',0.0086,0.1353
' true',0.01,0.183
' true',0.0248,-0.1579
' false',0.017,-0.0691
' true',0.0221,-0.0008
' true',0.0211,0.2639
' false',0.0037,-0.0545
' false',0.0165,0.2874
' false',0.004,0.2017
' false',0,-0.2838
' true',0.0358,0.223
' false',0.0138,-0.0714
' false',0.0067,1.5883
' true',0.0778,0.0849
' false',0.0832,-1.2377
' false',0.0416,0.9352
' false',0.003,-0.5869
' true',0.0628,-0.9317
' true',0.0674,-0.0916
' true',0.0414,-0.1143
' true',0.0207,-0.1088
' true',0.1683,6.6556
' true',0.1716,-6.7129
' false',0.018,0.1438
' false',-0.0011,-0.052
' false',-0.0025,0.0809
' true',0.0572,-0.025
' true',0.1386,-0.0374
' true',0.1425,-0.1418
' false',0.0429,-0.1249
' false',0.0003,0.2525
' true',0.0514,0.4534
' true',0.1202,-0.4083
' false',0.0671,-0.1449
' false',0.0207,-0.0531
' true',0.0581,0.2986
' false',0.0423,-0.2408
' true',0.0127,-0.2268
' true',0.027,0.0265
' true',0.1272,7.5517
' true',0.2467,-3.338
' false',0.1885,-1.7516
' true',0.01,-2.0168
' false',0.0157,0.1176
' false',0.0187,0.7329
' true',0.0327,-0.6026
' false',0.0111,0.1183
' false',0.0017,-0.4163
' false',0.0118,0.9006
' false',0.0157,-0.5692
' false',0.0337,-0.3774
' true',0.014,-0.2568
' false',0.028,-0.1108
' false',0.0121,0.2406
' false',-0.0021,0.3972
' false',0.0003,-0.2415
' false',0.0253,0.4348
' false',0.0068,-0.5515
' false',0.0008,0.0575
' true',0.0648,2.2368
' true',0.1196,-2.1074
' false',0.0699,-0.2755
' true',0.0486,0.0837
' true',0.1499,1.3442
' false',0.0897,-1.5829
' true',0.017,0.1589
' false',0.0099,0.6327
' true',0.0342,-0.7589
' true',0.0634,0.1257
' true',0.0585,0.0868
' false',0.0192,-0.1385
' false',0.0005,0.6232
' false',0.0213,-0.3763
' false',0.0321,0.3671
' false',0.0078,-0.2583
' false',0.0341,-0.0408
' false',0.0221,-0.1062
' false',0.0147,0.0196
' true',0.0774,0.0772
' true',0.0882,-0.0193
' true',0.0574,-0.2361
' true',0.0566,0.0021
' true',0.0353,0.0253
' true',0.0256,-0.1089
' true',0.0282,-0.0821
' true',0.0302,-0.0703
' false',0.0126,0.318
' true',0.0393,0.0456
' true',0.0568,-0.2265
' false',0.038,0.1548
' true',0.0299,-0.1969
' false',0.0191,0.0245
' false',0.0162,0.0418
' false',0.0011,-0.1764
' true',0.0148,0.4506
' true',0.0359,-0.3261
' true',0.0488,0.3159
' true',0.0288,-0.4007
' false',0.0165,1.086
' false',0.0625,-1.0028
' false',0,0.1436
' false',-0.0041,0.0925
' true',0.0137,-0.2215
' false',0.017,0.2937
' false',0.0162,0.3809
' false',0,-0.3978
' false',0.0081,6.3305
' false',0.059,-4.9875
' false',0.0022,0.6786
' true',0.0826,-1.2509
' false',0.0285,0.3933
' true',0.0663,-0.8764
' true',0.0473,0.322
' true',0.0623,-0.6883
' true',0.0663,0.4316
' false',0.049,-0.5117
' true',0.0406,0.2263
' true',0.0522,-0.2523
' true',0.0241,1.3733
' true',0.0177,-1.2777
' true',0.0699,0.2746
' true',0.1339,-0.2818
' true',0.1068,-0.1865
' true',0.0806,0.2005
' false',0.0123,0.5508
' false',0.018,-0.4001
' true',0.0204,-0.3555
' false',0.0081,0.2039
' true',0.015,-0.1538
' true',0.0897,0.9773
' true',0.0691,-0.9876
' false',0.008,-0.0591
' false',0.0067,0.3889
' false',0.0033,-0.3652
' false',0.0051,0.044
' false',0.0016,0.188
' true',0.007,-0.2306
' false',0.0195,0.1846
' false',0.0057,0.4215
' true',0.0303,-0.1505
' true',0.1942,1.145
' false',0.151,-1.2729
' false',0.0038,-0.3794
' false',0.0512,1.8969
' false',0.001,-1.2855
' false',0.0067,-0.3011
' true',0.0405,0.3413
' true',0.0172,-0.6122
' false',0.0187,-0.0906
' true',0.014,0.141
' false',0.0093,0.6177
' true',0.0434,-0.4461
' false',0.0572,0.5429
' false',0.0262,1.5426
' false',-0.0136,-0.9204
' true',0.1066,0.1908
' false',0.0877,-1.4334
' false',0.0014,0.8399
' true',0.0434,-0.2153
' false',0.0598,0.5086
' false',0.0005,1.4025
' false',0.0003,-0.9838
' false',0.0192,-1.1969
' false',0.0002,2.0819
' false',0.0013,3.424
' true',0.0655,-3.0398
' true',0.2164,-1.4674
' true',0.3122,-0.3831
' true',0.3105,-0.2828
' true',0.1979,-0.4919
' true',0.091,-0.226
' true',0.0796,0.1978
' false',0.097,0.02
' false',0.0067,0.1755
' false',-0.0002,-0.4272
' false',0,0.0695
' true',0.1032,0.1703
' true',0.1278,-0.0288
' true',0.2264,0.9135
' false',0.1553,-0.2239
' true',0.0455,-0.7964
' false',0.034,-0.138
' false',0.005,-0.0323
' true',0.0316,0.103
' true',0.1041,0.419
' false',0.0736,-0.078
' false',0.0182,-0.0295
' false',0.003,1.1854
' false',-0.0032,0.1197
' true',0.1082,-1.3872
' true',0.1342,-0.2331
' true',0.1001,0.4801
' false',0.035,0.1714
' false',0.0155,-0.221
' true',0.0292,-0.5417
' false',0.0232,0.3533
' false',0,-0.1998
' false',0.011,-0.0155
' false',0.005,4.7362
' false',0.0728,-3.6246
' true',0.0258,-1.0584
' false',0.0254,0.02
' true',0.0178,-0.1015
' false',0.0219,-0.0147
' false',0.0006,0.0187
' false',0.0014,-0.2211
' false',-0.004,0.3508
' false',0.0011,-0.0239
' false',0.0128,1.0034
' true',0.0785,0.0408
' true',0.058,-0.0176
' false',0.0216,-0.6371
' false',0.0122,2.1646
' false',0.1118,-2.4312
' true',0.0232,-0.0813
' false',0.0272,-0.1531
' false',0.0074,0.0143
' false',0.0048,-0.2386
' false',0.0075,0.48
' true',0.0253,-0.3062
' false',0.0163,0.55
' false',0.0099,0.2325
' false',-0.0024,3.9466
' true',0.051,0.671
' false',0.0957,-4.6246
' true',0.0069,-0.2999
' true',0.0296,0.9485
' true',0.0668,-0.6467
' true',0.0493,2.497
' false',0.0664,-2.1658
' false',0.0364,-0.2271
' false',0.106,12.3934
' false',0.0008,-11.5853
' true',0.1274,-1.1819
' true',0.1825,0.278
' true',0.1351,-0.3285
' true',0.207,-0.1359
' true',0.1564,-0.2488
' true',0.0739,0.293
' true',0.1999,0.2647
' true',0.3739,0.281
' false',0.2408,-0.1734
' false',0.0046,-0.2202
' true',0.0632,-0.1628
' false',0.059,-0.0814
' true',0.0256,0.4561
' true',0.0307,-0.2696
' true',0.0187,-0.4049
' false',0.0131,0.5562
' false',0,-0.0704
' true',0.0486,-0.2501
' false',0.0265,-0.3001
' true',0.0197,0.0747
' false',0.0432,0.2542
' true',0.0142,-0.0996
' true',0.0542,0.1389
' true',0.0334,-0.2835
' false',0.02,0.0647
' false',0,-0.1515
' false',0.0173,0.1181
